client_id,age,gender,marital_status,education,employment_status,annual_income,loan_amount,loan_purpose,credit_score,defaulted,loan_to_income_ratio
5eb81e8a-356d-439c-a9ab-58c6103ec4c6,76,Female,Widowed,PhD,Student,34248,1656,Home,774,0,0.04835318850735809
360838a4-a6f0-4593-a5e0-b19d967ac1d3,59,Female,Married,PhD,Retired,176456,16609,Personal,714,0,0.09412544770367684
ccb55a0d-c33c-4efb-ab3f-93415570e1ce,45,Female,Divorced,PhD,Unemployed,153968,20535,Personal,590,1,0.13337186947937232
afd71925-92ff-40b6-a2bb-25f3e6d4f7fb,77,Female,Widowed,High School,Unemployed,161434,5110,Home,471,0,0.031653802792472464
4465ea56-a503-4105-b045-20cdbf5eed9c,33,Female,Divorced,High School,Retired,105048,44982,Car,738,0,0.42820424948594926
1e727c4c-092e-4c6b-9474-42979d8a41ba,32,Male,Married,PhD,Employed,106175,8207,Business,600,0,0.07729691546974335
802c5b19-6497-4922-87dc-d4d8bc0edf5d,79,Male,Widowed,Masters,Student,81022,49637,Business,448,1,0.6126360741526993
ff2eccfa-5171-4a56-a02b-b6e2f61b0242,79,Female,Single,Masters,Retired,103254,34074,Personal,564,1,0.33000174327386833
d071e835-9e53-441a-89e3-234200b2794f,64,Female,Divorced,PhD,Retired,110629,42664,Home,394,1,0.3856493324535158
44ca339f-c074-4b85-9e10-5125040796e4,79,Female,Married,Bachelors,Employed,160009,21876,Education,716,0,0.1367173096513321
cd9f9d47-d14d-4ae4-ac49-28a4a63d0e29,68,Male,Widowed,High School,Unemployed,67391,9869,Business,556,0,0.14644388716594203
553a0cc3-5390-4e77-a08d-4a9e0fedb40f,61,Male,Divorced,High School,Retired,131011,32689,Business,814,0,0.24951339963819832
b25d20fb-711d-45fe-85c8-2301b3765871,72,Female,Widowed,Bachelors,Unemployed,107567,44872,Car,649,1,0.41715395985757714
a83192d7-0ccd-435c-a680-951ad4538e9e,69,Male,Divorced,PhD,Student,189768,13185,Business,504,0,0.06947957506007335
9bf3115b-0b1e-45d7-9f21-196aa55ec2f2,74,Female,Divorced,Masters,Employed,31226,42170,Personal,643,1,1.3504771664638442
00f1135e-a6b9-408c-b2e0-cf00491544ca,20,Female,Divorced,Masters,Unemployed,36858,21878,Home,764,0,0.5935753432090727
06a5b86f-1c0a-46d6-b917-d034b0fcf7ae,54,Female,Widowed,High School,Retired,132493,2396,Home,838,0,0.018083974247696106
e0231e7a-eaac-48a2-8626-48322c43856d,68,Male,Widowed,Bachelors,Employed,190372,4460,Business,328,0,0.023427815014813103
38d7603c-0cd8-491c-a6c2-c1b619ea3189,24,Female,Divorced,Masters,Employed,192542,38121,Education,675,0,0.19798797145557853
4ac8f10b-84ba-44f1-8833-20c6000e23b8,38,Female,Single,High School,Employed,176185,46389,Personal,404,1,0.2632971024775094
c9b8eb08-f007-4fc9-96b2-aa2fc199047f,26,Female,Single,Masters,Employed,42016,30020,Business,633,1,0.7144897182025894
4ee21643-861a-44c6-b2af-1c7da434db52,56,Male,Single,Masters,Employed,168822,44240,Personal,368,1,0.2620511544703889
4319cf60-69c8-4e36-9f84-4369b7952f1b,35,Male,Married,Masters,Student,37445,8676,Education,406,1,0.23169982641207104
d9aefdb8-e48c-45f8-8ebd-71d030f7d169,21,Male,Single,High School,Student,186147,38312,Personal,401,1,0.20581583372281045
b55a0f70-ccad-4914-bfa1-69069d52abc6,42,Female,Widowed,Bachelors,Employed,36691,4148,Personal,561,0,0.11305224714507645
176acc1d-76f4-4f42-9145-8a35ab905639,77,Male,Single,PhD,Retired,114610,13272,Personal,588,0,0.11580141348922432
cf999099-9e4a-4dc7-bc21-8c2724b7eda2,31,Female,Widowed,Bachelors,Retired,176932,1827,Home,436,0,0.01032600094951733
75fe43bd-4344-44e2-96b1-4babc6c88d69,67,Male,Married,Masters,Student,181243,3655,Education,789,0,0.02016629607764162
b109025d-5b60-4a76-a941-94d1d8be34df,75,Female,Widowed,Bachelors,Unemployed,180493,44105,Home,366,1,0.24435850697810996
83eea42b-128a-4cb3-9e62-be2f28429ed5,26,Male,Widowed,Masters,Employed,62089,46517,Car,450,1,0.7491987308540965
cc27ffc8-56e4-4c89-8f26-48f350f136fc,43,Female,Widowed,High School,Retired,183062,9691,Business,577,0,0.05293834875615912
c0c86d2a-e688-49a2-8cb2-ef0d712eb9aa,70,Male,Single,High School,Student,85839,44638,Home,511,1,0.5200200375120866
24e917c7-9feb-42eb-ab45-59cf105d5080,19,Male,Divorced,High School,Student,26486,10253,Personal,649,1,0.38711017141131165
4fc5cbdd-6da3-48c6-a8f8-28a4ee224efd,37,Male,Widowed,Masters,Unemployed,160118,8525,Car,446,0,0.05324198403677288
cf9428bd-3d61-4f5f-ae34-0ca1c1057bfb,45,Female,Single,Bachelors,Unemployed,180813,14553,Education,664,0,0.08048646944633406
a1841bfd-fa6b-45cc-a2b8-4fdf9a216aa4,64,Male,Single,PhD,Retired,25724,37264,Education,527,1,1.4486083035297777
0f4e8498-3fb3-4517-aa18-7e93949833a1,77,Male,Single,PhD,Unemployed,199419,5222,Home,589,0,0.026186070534903894
f258f113-995d-4a0e-97e9-cc657f22e07e,24,Male,Divorced,High School,Unemployed,149279,26702,Personal,629,0,0.17887311678132892
cc38ca01-d7d1-40fa-b340-dc7bf091001c,61,Male,Divorced,PhD,Employed,173736,11716,Personal,694,0,0.06743564949118203
0b5ccdcc-5075-4ed9-a557-224802c23e9b,78,Female,Divorced,Masters,Student,90886,23963,Education,438,1,0.2636599696322866
da14a02f-9a63-4d42-9dcf-d0a78d8a04d4,25,Male,Divorced,Bachelors,Student,113761,22888,Personal,723,0,0.20119373071615052
0156c66c-ee7e-4bc3-93ca-d5984938b30b,64,Female,Married,PhD,Unemployed,160236,5180,Business,552,0,0.032327317207119496
bb0931f8-37eb-4bd6-9573-831b13ee528f,52,Female,Divorced,PhD,Student,134166,2382,Home,715,0,0.01775412548633782
e4847f41-4d36-412c-a7ab-21eb2e2ed634,31,Female,Divorced,Bachelors,Student,52872,15362,Home,806,0,0.2905507641095476
269e4d17-5daf-4cb0-a0a8-0883b1d86ecd,34,Female,Divorced,PhD,Retired,67037,5167,Personal,645,0,0.07707683816399899
584192ad-7e18-4707-87f7-e3c200f26da7,53,Male,Widowed,Bachelors,Student,42985,39313,Education,479,1,0.9145748516924509
bf5f7e63-42ac-4327-b9a7-a96866775617,67,Female,Widowed,Masters,Unemployed,108591,31287,Business,513,1,0.28811779981766444
738cb827-1359-48d6-b8ae-46f1016bdb61,57,Female,Divorced,Masters,Retired,77868,16581,Business,737,0,0.21293727847125907
cf558c91-32ce-42a1-9f52-068079ce8028,21,Female,Married,Masters,Student,39347,27194,Business,779,0,0.6911327420133683
0b5ab3fb-1291-438f-b729-692c5abd22b8,19,Female,Widowed,High School,Student,61623,49721,Car,452,1,0.8068578290573325
cb1f5dfc-c0f6-43de-8a60-641afee8e21a,79,Male,Single,Masters,Retired,36360,29823,Personal,712,1,0.8202145214521452
c70a84e6-e69d-4662-adf7-5b7f1abdb04c,23,Male,Widowed,PhD,Retired,34214,10427,Business,422,1,0.30475828608172095
62fc0ddd-d23f-43a4-80e0-9b743c781cb1,71,Female,Single,High School,Student,178294,11822,Personal,542,0,0.0663062133330342
e55e7321-e1cf-4708-b3ec-a7db3ff4fbcf,59,Female,Widowed,High School,Employed,92279,37751,Education,605,1,0.4090963274417798
90e52d04-b6e1-40ae-b2bf-ef7c088a1562,21,Female,Divorced,High School,Employed,54303,25121,Education,435,1,0.46260795904462
3e94edf9-15b7-4a0f-8b2d-2999d80fadca,71,Male,Widowed,Masters,Student,34698,7200,Education,458,1,0.20750475531730936
f7f3aa64-97c7-4895-b2e1-7bba283c5765,46,Male,Divorced,High School,Student,180674,15761,Car,451,0,0.08723446649766983
d1bbd345-c538-4ca1-9554-8df9a2e1eb17,35,Male,Divorced,Masters,Retired,136544,23126,Education,755,0,0.16936665104288728
e4b9b3e5-a537-4363-9dd8-d806129aca52,43,Male,Widowed,Masters,Retired,34947,24095,Personal,633,1,0.689472629982545
464ac872-4f97-4642-b178-11e7e9ff865b,61,Male,Single,High School,Student,72338,27123,Home,762,0,0.3749481600265421
9964bc71-9c17-4be1-83e3-e718600cfa98,51,Female,Single,High School,Student,186609,14319,Home,768,0,0.07673263347426973
15f16064-1600-4c5d-9f66-eb0d8f79d81c,27,Male,Widowed,PhD,Student,42469,16590,Personal,325,1,0.3906378770397231
d95c1d25-de26-4758-b852-60e52d256f18,79,Male,Divorced,High School,Student,157558,47265,Home,465,1,0.29998476751418524
8d030452-b98f-4394-8b17-66808f98af79,53,Female,Single,Masters,Employed,92777,3184,Business,665,0,0.03431885057719047
56cf700e-4ede-49c3-96f1-f74ff8044ce2,31,Male,Married,PhD,Retired,39371,23701,Home,738,1,0.6019913134032664
8c8546f1-8fa7-4050-ab54-ac9bcbb6a121,48,Male,Divorced,PhD,Unemployed,183596,8003,Car,396,0,0.04359027429791499
da183cad-e77f-4ee2-8cc3-d9a99f8cf7f4,65,Male,Widowed,Masters,Student,147953,42178,Education,693,0,0.2850770177015674
cad09839-20fb-4a8e-9bc9-d93c7ac95ed9,32,Female,Divorced,High School,Student,85101,41198,Home,766,0,0.4841071197753258
491681af-6917-4ec4-a41e-a9a4bbdcf1a5,25,Male,Married,High School,Student,42474,38118,Home,566,1,0.8974431416866789
b4617f92-46f6-4c59-8e79-10b573ccdb52,31,Female,Married,Bachelors,Unemployed,98203,26387,Car,422,1,0.2686985122654094
f4671bcf-ba6f-42e9-abe2-f9271d79e5da,40,Female,Single,High School,Retired,127644,47666,Car,834,0,0.37342922503212056
396af31e-ab75-4960-8dc6-335129eb7264,77,Male,Married,Bachelors,Retired,198213,40135,Home,497,1,0.20248419629388587
699dc596-c008-4ed9-bd8e-7ce6667a7986,74,Male,Divorced,PhD,Student,135468,30554,Business,340,1,0.2255440399208669
00546561-9ea2-4c16-8a1c-281750c572b6,79,Male,Single,PhD,Student,24405,28781,Home,420,1,1.1793075189510347
e7b82f96-9314-419e-af54-e9bb017094f6,57,Male,Married,PhD,Retired,22153,43146,Business,724,1,1.9476368889089515
012c37d3-12cf-45a3-a6e3-c8ead91e9fe1,38,Female,Single,Bachelors,Unemployed,45131,35501,Education,303,1,0.7866211694843899
989a6c28-608e-4bef-930f-654de776795a,33,Male,Single,Masters,Student,39680,13988,Personal,554,1,0.3525201612903226
a5e69b82-ac05-4274-b541-b90bf12024e9,62,Female,Widowed,Masters,Unemployed,120887,17456,Education,767,0,0.14439931506282727
dd2cdf8a-aef1-4236-a940-cc762da72f63,35,Female,Single,PhD,Unemployed,179355,39885,Home,482,1,0.22238019570126286
82bcf27a-5452-4e95-88bf-1ecc1b83452a,64,Female,Single,Bachelors,Retired,121347,6042,Home,406,0,0.04979109495908428
f5cf6eb3-8fe5-43fa-a20d-95fbd6b3a9d2,70,Female,Married,Bachelors,Student,80357,30214,Business,798,0,0.37599711288375626
c97aeaff-2c39-48be-9362-6bf1030e0d48,41,Female,Divorced,PhD,Employed,135857,9061,Car,746,0,0.06669512796543424
44e5a12b-a320-4116-a6cf-b1d90da8dcb7,43,Male,Divorced,High School,Retired,39646,12034,Business,476,1,0.3035362962215608
ba2b22ab-641d-42ce-87e4-c7a82b89f4fd,42,Female,Married,PhD,Retired,190876,22987,Car,371,1,0.12042896959282466
df93527f-c052-4269-b78c-7927413e0167,77,Female,Divorced,Bachelors,Employed,36036,1877,Car,369,1,0.05208680208680209
49f4759f-0fe0-43cb-9a41-878d62953b2a,77,Male,Single,High School,Student,26726,33414,Car,422,1,1.250243208860286
21a83495-2d5e-40fe-9b2f-b8482ac22435,77,Male,Widowed,Masters,Unemployed,122326,28241,Car,691,0,0.23086670045615815
9ef144e7-b91d-4490-a159-5a3faefeea82,62,Female,Single,High School,Unemployed,192232,21677,Home,526,0,0.11276478421906863
1afe1fdc-f9d9-4d31-923c-89dc29b4558a,58,Female,Single,Masters,Unemployed,169346,10642,Personal,667,0,0.06284175593164291
2ca13deb-a7b5-46ae-bde9-127acf2a1e55,46,Male,Widowed,Bachelors,Student,110123,36308,Personal,757,0,0.329704058189479
6a91c083-407d-4977-9220-f65c2a1201cf,32,Female,Married,PhD,Retired,161240,33849,Education,482,1,0.20992929794095758
35ac4235-a0b6-4eaa-a13c-6a13f5e37f4b,62,Male,Single,PhD,Retired,35103,10914,Education,526,1,0.31091359712845057
1189d1eb-0d62-4492-a786-c40aa4ad51fe,18,Male,Single,PhD,Retired,111437,41723,Education,371,1,0.37440885881708946
347c1dd9-50ed-44d9-a181-6efa23ba9b39,42,Female,Married,PhD,Retired,181639,32093,Business,811,0,0.17668562368213875
41bb80b7-bc1d-436c-8326-44aa9c11d237,24,Male,Single,PhD,Retired,146251,49691,Education,307,1,0.33976519818667905
161ad610-29bb-4168-8b40-31bf8cb9ce97,26,Female,Single,Bachelors,Employed,124968,48604,Education,371,1,0.3889315664810191
8e280017-9980-4807-8cbe-1157fb70960a,41,Female,Divorced,Bachelors,Unemployed,43691,43279,Education,345,1,0.990570140303495
06c0703d-1ac1-479f-9958-8bcfb620841b,18,Female,Married,PhD,Unemployed,140931,1579,Home,449,1,0.01120406440030937
34611674-04ec-44db-b6d1-de257d3e132c,61,Male,Single,High School,Student,89092,13587,Education,781,0,0.1525052754456068
c5dad4c0-aaae-427e-a16d-6791526147f1,25,Female,Single,PhD,Employed,191144,1645,Personal,708,0,0.008606077093709455
d04a3e54-163a-4c8a-8d98-5f307d29f49c,41,Male,Widowed,Masters,Retired,74118,49470,Home,474,1,0.6674492026228447
887811f6-a668-463c-8220-919bbeea36f2,28,Female,Widowed,Masters,Retired,53133,7263,Car,726,0,0.136694709502569
33a6f14f-ab33-4ac8-9412-105363257365,68,Female,Widowed,Masters,Retired,35893,16928,Business,536,1,0.47162399353634415
e5175f34-cfa5-4d37-9b88-4c636f72e231,34,Male,Single,Masters,Employed,101402,27809,Home,439,1,0.27424508392339403
72494d05-1461-4f60-883a-9d48e94cae1d,25,Female,Single,PhD,Student,151728,44591,Home,363,1,0.2938877464937256
39312407-5267-427a-9a52-2c31d921e773,52,Female,Widowed,Masters,Employed,61120,32901,Personal,578,1,0.5383017015706806
237be1ca-5476-4942-a189-8220641224ec,52,Male,Divorced,High School,Student,100632,28875,Education,349,1,0.2869365609348915
d8e177b1-6aec-4466-93fc-6474a973fe27,50,Male,Divorced,PhD,Unemployed,77518,9499,Car,514,0,0.12253928119920535
3fc73dc6-2733-40a7-b200-8b51df0d20e4,76,Male,Divorced,Masters,Student,39854,1233,Personal,335,0,0.03093792342048477
d59a56be-9aa4-4d90-98e7-581871d28b78,22,Female,Divorced,PhD,Unemployed,69696,18418,Personal,730,0,0.2642619375573921
afe96d62-0bf9-4906-80ec-71dc4d749c1d,59,Male,Married,PhD,Student,97582,13930,Home,804,0,0.14275173700067637
44a168b4-608c-468f-91a6-866648fa1245,56,Male,Widowed,PhD,Unemployed,124730,16246,Car,548,1,0.13024933857131404
b1130417-1780-4f18-b6c0-fcf400b260c8,75,Female,Single,Bachelors,Unemployed,120065,39785,Personal,767,0,0.33136217881980595
a4a49400-9d49-4717-9c22-0ca8c73538aa,58,Male,Widowed,Masters,Retired,77795,38889,Business,809,0,0.49989073847933674
8ef85295-9668-4528-9a1a-254e7d769787,45,Female,Divorced,Bachelors,Student,44560,48864,Business,693,1,1.0965888689407541
c77f3c2e-ec9e-43c4-8eb6-7f0c6391db56,24,Female,Single,High School,Retired,109711,35503,Personal,739,0,0.32360474337122075
b4497e1c-75a0-4cd2-be99-6d1b2df19132,26,Male,Married,High School,Unemployed,126577,5277,Home,457,0,0.04169003847460439
b6bffe8f-3de4-4e50-9ff5-f7d04b5ea636,25,Female,Widowed,Bachelors,Retired,135924,1941,Business,393,0,0.014280038845237044
cb50cae2-f0a1-4865-9209-65173231497c,29,Male,Single,Masters,Employed,100391,1349,Home,785,0,0.01343745953322509
2c161813-4d76-4bac-9b38-b010b3218543,51,Male,Single,PhD,Retired,140965,28262,Education,738,0,0.2004894832050509
58be68f1-3ec2-4e1d-a01b-1a625d98d14c,50,Male,Divorced,High School,Student,135134,2405,Education,465,0,0.017797149496055768
8dda6ad7-42b0-4d59-bd97-a9e10ef76346,65,Male,Divorced,High School,Retired,146194,8464,Home,355,0,0.057895672873031725
4d0e1f47-21ee-44b1-89d7-704f86df8c62,72,Female,Widowed,High School,Employed,127669,14508,Personal,754,0,0.11363760975647964
fde4171a-02d8-4686-8e0d-5cfe2df1a492,40,Female,Married,Masters,Retired,99380,33029,Education,669,0,0.33235057355604747
a1df08ef-6685-41cf-9dcc-8f8f3c08768a,79,Male,Single,Bachelors,Unemployed,20645,45587,Education,677,1,2.2081375635747156
40bb1bbb-4244-4cd6-9f72-272adc5fe3ec,41,Male,Divorced,Bachelors,Unemployed,53146,2545,Business,694,0,0.047886952922139014
0466cdb6-bef1-41c8-abd5-af41dad63747,54,Female,Widowed,Masters,Unemployed,190949,29957,Personal,690,0,0.15688482264897957
88e84492-d27e-4628-9f7e-b688e63a195d,52,Male,Divorced,High School,Student,149548,8896,Home,651,0,0.059485917564928985
5d55df2e-9e0a-49cf-ab09-a299ec6815cd,61,Female,Widowed,Masters,Retired,195765,18738,Education,381,0,0.09571680331009118
c59170e3-2869-4e4c-ac77-945818f16ce3,57,Male,Divorced,Masters,Unemployed,103060,45592,Personal,845,0,0.44238307781874636
27188f03-c1df-441f-98bc-03d56f2db4b5,39,Female,Married,Bachelors,Retired,171191,41098,Education,362,1,0.24007103177153005
b75da3e0-0147-4fd2-8e47-a1f5e4001a0e,44,Female,Single,Masters,Employed,67679,5288,Business,813,0,0.07813354216226599
e035731c-9385-4090-aee6-3a3883fbbba6,52,Female,Divorced,Masters,Employed,102581,26744,Personal,447,1,0.26071104785486593
88af4ec9-0186-40ad-b20a-bb08388f1788,18,Male,Single,High School,Student,140124,22150,Car,818,0,0.15807427706888186
a4480ad5-1f6a-463c-b269-544478015858,52,Male,Widowed,PhD,Retired,33163,23341,Business,607,1,0.7038265536893525
b940f729-b3b7-4787-ab6f-ceb06b381815,54,Male,Married,High School,Employed,118691,46004,Home,804,0,0.3875946786192719
4d06a61e-714d-49d0-869c-d73b9c31935b,64,Male,Single,Bachelors,Student,50802,40603,Personal,397,1,0.7992401873941971
0e708ed5-faf6-4b2a-aeab-7f6ba3bbe034,31,Male,Divorced,PhD,Student,72175,36353,Education,601,1,0.5036785590578455
d5dcc1fc-1f1b-4335-8e72-5558b2f6d309,20,Female,Single,High School,Unemployed,30111,22091,Personal,341,1,0.7336521536979841
66cbf7da-b121-476e-ad73-4b5ea33a4d79,18,Female,Single,Masters,Employed,130987,1900,Home,615,0,0.014505256246803117
48fe3056-3d58-4bce-93a7-b5297204431b,22,Female,Widowed,Masters,Retired,85526,47702,Personal,683,1,0.5577485209176157
74da7d14-aa8f-4a87-850d-d6e29c40ae45,43,Female,Married,PhD,Employed,145588,20725,Education,403,1,0.14235376542022693
b164c21e-1e30-4a4c-9a76-65123675bc24,72,Female,Married,PhD,Employed,41119,29722,Business,635,1,0.722828862569615
b64f6f4f-1fb6-4bd0-b3f6-b7a7fba8e721,31,Female,Single,Masters,Retired,110211,25078,Business,331,1,0.227545344838537
64a080f2-2bde-42c2-b6a6-ca808b9418fb,56,Female,Single,Bachelors,Retired,146956,17511,Education,581,0,0.11915811535425569
95b6add8-82d7-439b-8583-6de28993241e,44,Male,Widowed,High School,Unemployed,186611,19059,Car,329,1,0.1021322430081828
e034db5c-3516-43b5-8ec2-32e7adb654b2,26,Female,Single,Masters,Student,122473,19161,Car,692,0,0.1564508095661901
d2cec4cf-e7be-4449-bc75-47db8015688d,32,Male,Widowed,High School,Retired,75387,6165,Business,331,1,0.0817780253889928
1c74d04d-4b2f-4691-9a56-f4d50ee14dd1,32,Female,Married,High School,Retired,193895,25809,Home,448,1,0.13310812553186002
73a783e4-f75b-4b77-9aca-066906ca3722,43,Female,Married,High School,Employed,89555,11687,Personal,375,1,0.13050080955837196
d38af5a5-72fd-4e2a-a979-99d694fe82ea,59,Male,Widowed,High School,Retired,106190,17967,Education,706,0,0.16919672285525944
a72a69c0-f384-4a51-a37f-ea975a2ae19e,77,Female,Single,Bachelors,Retired,67418,35234,Home,573,1,0.5226200717909164
e6be951e-5024-4be3-b6fe-77eb431674d4,30,Male,Married,Bachelors,Employed,113870,9694,Personal,848,0,0.08513216826205322
b2c02d01-e2ff-4573-ab6f-e6f52fbf9b78,68,Female,Divorced,Bachelors,Employed,68695,40518,Business,360,1,0.5898245869422811
716e682d-ffce-4227-9bd3-c390e8d1244d,49,Male,Widowed,Masters,Employed,148268,34923,Education,430,1,0.23553969838400735
d4e61674-6e95-47bb-a911-c64e0e70fbb3,56,Female,Married,Masters,Unemployed,131019,31641,Home,812,0,0.2414993245254505
35bda5df-351a-402b-ac63-7d6e4c8e09f6,66,Male,Married,Masters,Student,167490,41728,Personal,359,1,0.24913726192608515
4c1e5486-610f-4116-a98e-39f9306b3d7e,69,Male,Married,Bachelors,Retired,46742,44551,Business,679,1,0.9531256685636045
dd342a46-2eaf-419a-a55e-e1a24064144d,78,Female,Divorced,High School,Employed,68028,19378,Business,646,1,0.28485329570176987
3e35a785-25f1-49b2-aeec-d1fb8bd0ec4d,49,Female,Divorced,Bachelors,Employed,130135,6156,Personal,741,0,0.04730472201944135
5cba5145-9ad9-49e9-8e8f-301ff2020026,21,Male,Divorced,Masters,Student,97700,31333,Car,842,0,0.3207062436028659
d1d388e0-f641-40a6-a2eb-589b1468f119,47,Female,Single,PhD,Unemployed,27618,43405,Car,698,1,1.571619957998407
2aacd9a1-b9e6-4872-936a-86b37bd51707,54,Male,Widowed,Masters,Retired,88916,31140,Personal,306,1,0.35021818345404654
18e89630-9bdf-4f72-ba94-8d7f6b0677f7,40,Female,Single,High School,Unemployed,74628,11851,Personal,690,0,0.15880098622500938
208f8db6-8e64-410d-9424-8b9336567c4a,56,Male,Divorced,Bachelors,Unemployed,100699,6364,Personal,434,0,0.06319824427253498
252ab15c-ea94-45cd-8698-ec48fd30ab8d,62,Female,Widowed,PhD,Unemployed,105096,12472,Business,319,1,0.11867245185354343
eb97135f-0168-49db-bc6d-7eb964b69b57,32,Male,Single,PhD,Employed,34725,4974,Education,626,0,0.14323974082073435
09e01155-4f48-4d85-81c0-d748d297e95c,60,Female,Single,High School,Student,192207,19888,Business,733,0,0.10347177782286805
7ade165f-8484-478b-89ab-f113e71eae31,46,Male,Single,Bachelors,Student,136841,19530,Business,673,0,0.1427203835107899
